NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdSe,Hypotonic,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,83.87
CdSe,GSH,5.7,,,0.5,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,84.78
CdTe,Folic_acid_based,6.0,,,0.0,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,5.7,,,0.1,24.0,primary,Human,Skin,Fibroblast,,Normal,,NR,toluylene red,quantum_dots,93.62
CdSe,None,3.37,,,0.29,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,7.3
CdTe,Cystein_based,,,,1000.0,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,51.02
CdSe,CPV-Protein,5.5,,,0.42,24.0,F81,Feline,Kidney,Epithelial,neonate,Normal,female,MTT,TetrazoliumSalt,quantum_dots,45.0
CdSe,None,5.0,,,0.04,24.0,SK-N-SH,Human,Brain,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,85.4
CdTe,GSH,4.7,,,26.92,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,60.0
CdSe,None,8.3,,,0.0,20.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,50.1
CdTe,None,3.5,,,0.11,24.0,SMMC-7721,Human,Liver,Hepatocyte,Adult,cancer,female,Others,,quantum_dots,41.0
CdTe,Gd,10.8,,,0.27,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,108.77
CdSe,PULsin,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,84.0
CdSe,CPP,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,75.0
CdSe,None,4.3,,,0.03,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,106.0
CdSe,Cystein_based,4.2,,,1.51,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,19.77
QD,Dopamine,5.4,,Sphere,,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,112.26
CdSe,None,6.5,,,0.4,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,nucleic_acids,4.0,,,0.0,72.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,71.79
CdSe,None,2.2,,,0.19,12.0,JB6,Human,Blood,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,94.3
CdSe,None,4.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,90.0
CdSe,Aptamer_based,5.5,,,0.1,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,111.0
CdSe,TAT,4.3,,,0.01,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,78.43
CdSe,His_based,4.3,,,0.25,24.0,OUS-11,Human,Lung,Fibroblast,Adult,Normal,male,WST-1,TetrazoliumSalt,quantum_dots,98.0
CdSe,None,4.5,,,5.0,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,FACS,fluorescent,quantum_dots,97.0
CdSe,Serum_based,6.0,,,0.02,18.0,TK6,Human,Spleen,Lymphoblast,Young,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,100.0
CdSe,L_GSH_based,5.0,,,1.09,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.88
CdTe,None,4.5,,,1.8,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,22.0
CdSe,None,3.4,,,0.0,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,LDH,LDHrelease,quantum_dots,85.0
CdSe,Folic_acid_based,6.0,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,85.51
CdTe,None,3.36,,,0.14,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,FACS,fluorescent,quantum_dots,77.0
QDs,TGA,3.6,-27.0,,0.0,10.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,63.35
CdTe,None,2.8,,,2.96,3.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,93.0
CdTe,None,2.87,,,0.23,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,18.0
CdSe,Serum_based,5.0,,,0.02,72.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,84.62
CdSe,Serum_based,6.0,,,0.02,72.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,106.36
CdSeS,None,6.0,,,0.0,72.0,C-Vulgaris,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,100.0
CdSe,None,5.0,,,0.01,96.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,97.38
CdS,None,3.0,,,0.06,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,53.66
QDs,None,2.5,,,100.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,88.59
CdSe,None,5.0,,,0.01,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,Autophagy-Inhibitor,4.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,76.0
CdSe,SA_based,5.5,,,0.04,12.0,BNL1-ME-A.7R.1-(MEAR),Mouse,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,93.33
CdTe,None,3.5,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,54.43
CdSe,Arginine_based,4.0,,,0.05,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,34.04
CdTe,Herceptin,7.0,,,0.0,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,38.0
CdSe,None,3.01,,,10.47,24.0,Hepatocyte,Human,Liver,Hepatocyte,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,31.0
CdSe,None,5.7,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,91.84
CdSe,Poloxamer,7.7,,,0.03,48.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,39.7
CdS,Antibody_based,4.5,,,5.8,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,60.0
CdSe,Biotin_based,6.0,,,0.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,49.8
CdSe,None,5.5,,,0.4,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,97.01
CdSe,None,9.48,,,0.01,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,17.0
CdS,None,67.5,,,4.1,6.0,C-Albicans,Yeast,Microorganism,Somatic,,Normal,,FDA,,quantum_dots,55.0
CdSe,Cystein_based,20.9,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,HSA,6.0,,,3.32,12.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,51.61
CdSeTe,None,4.3,,,0.08,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,80.0
CdSe,Cystein_based,4.8,,,0.1,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,98.67
CdTe,gum_arabic,3.0,,,0.2,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,6.67
CdSe,CLI,5.3,,,0.01,24.0,N9,Mouse,Brain,Neural,,cancer,male,MTT,TetrazoliumSalt,quantum_dots,92.11
CdSe,CPP,9.0,,,0.0,168.0,hADAS,Human,Adipose-tissue,Endothelial,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,89.13
CdSe,None,4.6,,,0.02,48.0,primary,Cow,Eye,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,66.0
CdSe,SA_based,7.15,,,0.1,3.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,65.0
CdTe,None,2.69,,,0.56,1.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,79.66
CdTe,Cystein_based,2.9,,,0.22,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,34.78
CdSe,None,8.9,,,30.0,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,2.99,,,0.02,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,59.0
CdS,None,4.5,,,1.45,24.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,86.6
CdTe,Cystein_based,2.9,,,0.22,2.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Luciferase-assay,,quantum_dots,93.1
CdSe,None,4.98,,,0.72,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,83.0
CdSe,None,5.5,,,0.08,4.0,EJ28,Human,Bladder,Epithelial,Adult,cancer,female,FACS,fluorescent,quantum_dots,92.6
CdSe,Folic_acid_based,3.0,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,94.67
CdSe,None,65.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.23
CdSe,CPP,4.0,,,0.2,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,109.31
CdSe,None,7.2,,,0.01,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,100.64
CdSeTe,nucleic_acids,12.0,,,0.5,24.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTS,TetrazoliumSalt,quantum_dots,97.22
CdSe,None,4.0,,,0.08,24.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,90.0
CdSe,CPP,4.0,,,0.2,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,100.0
CdS,None,4.5,,,1.45,48.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,95.6
CdSe,TAT,4.3,,,0.01,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,90.2
CdSe,None,5.4,,,0.5,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,ECIS,Impedance,quantum_dots,41.86
CdTe,FuGENE-HD,7.0,,,2.0,24.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,79.54
QDs,TGA,11.7,-30.0,,0.0,10.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,75.7
CdSeTe,None,12.0,,,0.01,2.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,91.0
CdSeTe,RGD_based,7.68,,,0.28,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,94.78
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,82.22
CdSe,None,4.7,,,0.03,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,54.78
CdSe,None,7.0,,,0.45,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,10.42
CdSe,None,3.5,,,0.5,24.0,Osteoblast,Human,Bone,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,45.71
CdTe,None,2.6,,,3.0,0.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,68.0
CdSeTe,None,8.65,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,65.0
CdTe,None,3.2,,,0.1,12.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,6.0
CdSe,None,9.0,,,0.0,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.2
CdSe,None,5.5,,,0.0,72.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,98.0
CdTe,Cystein_based,,,,5.0,2.0,Hepatocyte,Mouse,Liver,Hepatocyte,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,82.35
CdTe,Leukotriene-Antagonist,5.06,,,0.21,24.0,HK-2,Human,Kidney,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,24.32
CdSe,Lipofectamine,4.0,,,0.3,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,CPP,4.0,,,0.1,2.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.0
QDs,Gelatin_based,5.3,-42.0,,0.0,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,88.17
CdSe,His_based,4.3,,,0.02,24.0,NHAC-Kn,Human,Knee,Chondrocytes,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,103.0
CdSe,None,9.0,,,0.02,336.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,65.0,,,0.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.47
CdTe,None,5.3,,,0.02,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,24.73
CdTe,Dopamine,4.0,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,83.0
QD,CyA,5.4,,Sphere,,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,25.02
CdTe,GSH,3.7,,,1.55,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,89.0
CdSeTe,None,12.0,,,0.01,1.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,91.3
CdSe,None,5.0,,,0.22,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,LDH,LDHrelease,quantum_dots,71.0
CdSe,None,9.0,,,0.04,1.0,C10,Mouse,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,3.6,,,0.05,1.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,10.0
CdSeTe,SA_based,8.65,,,0.01,24.0,H1650,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,103.85
CdSe,None,5.7,,,0.1,24.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,77.55
CdSe,None,5.7,,,0.1,0.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,93.88
CdTe,Doxorubicin,3.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,18.46
CdSe,None,5.0,,,0.02,24.0,GT1-7,Mouse,Hypothalmus,Neural,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,89.17
CdSe,None,9.0,,,0.02,48.0,primary,Cow,Eye,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,48.0
CdSe,None,1.5,,,6.34,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,7.0
CdSe,None,3.5,,,0.5,24.0,Oocyte,Mouse,Ovary,Germ-cell,,Normal,female,APO_BrdU_TUNEL,BrdUTP,quantum_dots,89.17
CdSe,None,8.3,,,0.02,3.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,Live/Dead,,quantum_dots,8.9
CdTe,None,3.5,,,3.03,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,22.0
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,81.08
CdSe,None,4.6,,,0.02,24.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,63.0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,90.22
CdSe,None,9.0,,,0.01,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,94.67
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,86.96
CdTe,None,5.3,,,0.02,8.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,94.15
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,102.0
CdSe,None,8.3,,,0.02,20.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,Live/Dead,,quantum_dots,1.5
CdSe,None,6.0,,,0.65,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,5.21
CdSe,None,5.7,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,89.36
CdSe,None,2.0,,,7.18,24.0,PBMC,Human,Blood,Lymphoblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,82.1
CdSe,HSA,7.7,,,2.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,93.59
QDs,SGF,1.5,,,25.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,88.59
CdTe,None,5.3,,,0.02,8.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,96.8
CdSe,None,3.8,,,0.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,82.47
CdSe,None,5.4,,,0.04,8.0,GES-1,Human,Gastic,Epithelial,neonate,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.34
CdSe,None,5.0,,,0.01,3.0,SW1990,Human,Pancreas,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,99.0
CdTe,None,4.5,,,3.0,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,109.86
CdTe,GSH,3.7,,,1.55,3.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,99.0
CdSe,Transferrin_based,5.4,,,3.2,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,93.0
CdTe,ZrO2,3.0,,,0.8,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.14
CdSe,Cystein_based,32.2,,,0.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,2.7,,,30.0,24.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,23.38
CdTe,None,7.0,,,2.0,12.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.74
CdTe,GSH,3.2,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,15.0
CdSe,None,4.0,,,0.01,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,LDH,LDHrelease,quantum_dots,110.0
CdS,None,3.0,,,0.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,9.0,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,33.7
CdTe,Folic_acid_based,3.0,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,92.0
CdSe,None,5.7,,,0.1,0.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,69.39
CdTe,FuGENE-HD,7.0,,,2.0,24.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,58.11
CdHgTe,None,7.0,,,100.0,48.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,20.37
CdTe,None,3.2,,,0.02,24.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,100.0
CdSe,None,6.5,,,1.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,71.2
CdSe,None,4.6,,,0.02,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,Others,,quantum_dots,91.94
CdSe,Serum_based,6.0,,,0.02,18.0,TK6,Human,Spleen,Lymphoblast,Young,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,97.39
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,68.92
CdSe,Antibody_based,7.15,,,0.0,1.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,Luciferase-assay,,quantum_dots,50.0
CdSe,CPP,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,70.41
CdSe,Saponin,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,94.84
CdS,Antibody_based,2.5,,,0.04,72.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,96.0
CdSe,None,65.0,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,51.75
CdSe,None,5.45,,,0.04,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,105.0
CdTe,GSH,3.7,,,1.55,2.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,99.0
CdSe,None,5.2,,,0.08,9.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,41.09
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,64.89
CdSe,CPP,4.0,,,0.2,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,64.0
CdTe,None,3.0,,,0.6,8.0,MammalianLeukocytes,Rat,Blood,Leukocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.0
CdTe,FuGENE-HD,7.0,,,2.0,6.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.27
CdS,None,3.44,,,0.16,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,93.0
CdTe,None,4.0,,,330.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,22.86
CdSe,Cystein_based,4.8,,,0.1,3.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,100.0
CdSe,None,2.2,,,0.5,24.0,JB6,Human,Blood,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,5.03
CdTe,FuGENE-HD,7.0,,,2.0,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,36.14
CdSe,None,9.0,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,62.0
CdTe,None,2.5,,,100.0,48.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,94.59
